Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Start_Alt (ft MSL),Max Altitude (ft MSL/ft AGL),Surface Height (ft MSL),Pressure Altitude (ft MSL),Offset (ft),Sensor Info,ENL_Engine_Run_Start_Times,MOP_Engine_Run_Start_Times,RPM_Engine_Run_Start_Times,ENL_Engine_Run_Altitudes_MSL,MOP_Engine_Run_Altitudes_MSL,RPM_Engine_Run_Altitudes_MSL,ENL_Engine_Run_Altitudes_AGL,MOP_Engine_Run_Altitudes_AGL,RPM_Engine_Run_Altitudes_AGL,ENL_Noise_Registration_Times,MOP_Noise_Registration_Times,RPM_Noise_Registration_Times,ENL_Noise_Registration_Altitudes_AGL,MOP_Noise_Registration_Altitudes_AGL,RPM_Noise_Registration_Altitudes_AGL
08/11/2024,4536-9239003150.igc,JS-3-18m,3:36:03,193828,231431,HOME,931,7578[6863],284,257,-27,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=230245 and: 3858 msl [3061 agl]; Height gain/loss is: -591
JS-3-18m Motor noise registered by MOP sensor at t=['195244', '195250', '225930', '225943', '230008', '230018', '230052', '230108', '230109', '230148', '230152', '230216', '230219', '230227', '230230', '230235', '230240', '230244', '230245', '230349', '230352', '230443', '230445', '230458', '230501', '230509', '230510', '230516', '230517', '230522', '230524', '230529', '230530', '230535', '230551', '230602', '230604', '230609'] and [4587, 4626, 4475, 4410, 4114, 4105, 3720, 3563, 3546, 3300, 3252, 2975, 2965, 3005, 2999, 3035, 3042, 3064, 3061, 2372, 2326, 1768, 1762, 1709, 1699, 1670, 1663, 1627, 1630, 1666, 1670, 1673, 1670, 1657, 1532, 1430, 1404, 1384]AGL",,230245,,,3858,,,3061.0,,,"195244,195250,225930,225943,230008,230018,230052,230108,230109,230148,230152,230216,230219,230227,230230,230235,230240,230244,230245,230349,230352,230443,230445,230458,230501,230509,230510,230516,230517,230522,230524,230529,230530,230535,230551,230602,230604,230609",,,"4587.0,4626.0,4475.0,4410.0,4114.0,4105.0,3720.0,3563.0,3546.0,3300.0,3252.0,2975.0,2965.0,3005.0,2999.0,3035.0,3042.0,3064.0,3061.0,2372.0,2326.0,1768.0,1762.0,1709.0,1699.0,1670.0,1663.0,1627.0,1630.0,1666.0,1670.0,1673.0,1670.0,1657.0,1532.0,1430.0,1404.0,1384.0",
08/27/2024,4536-9241100546.igc,JS-1-21m,4:10:26,180224,221250,HOME,948,6200[5610],289,233,-56,"JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=180226 and: 944 msl [19 agl]; Height gain/loss is: 2012
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=195744 and: 5249 msl [4433 agl]; Height gain/loss is: 407
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=195946 and: 5042 msl [4209 agl]; Height gain/loss is: -52
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=204738 and: 5800 msl [5223 agl]; Height gain/loss is: -43
JS-1-21m's MOP monitor reports Engine Run 25 minutes, starts at T=214727 and: 2857 msl [2195 agl]; Height gain/loss is: -1847
JS-1-21m Motor noise registered by MOP sensor at t=['180225', '180757', '185633', '185745', '185847', '190047', '190650', '190930', '191146', '191735', '191850', '191912', '192133', '192340', '192902', '193536', '193603', '193753', '194104', '194212', '195733', '195915', '195938', '200225', '200301', '200445', '200523', '200726', '201059', '201221', '201241', '201357', '201540', '201649', '201725', '201932', '201959', '202301', '202505', '203401', '203911', '204415', '204731', '205231', '205302', '210048', '214723'] and [6, 2064, 2894, 2838, 2490, 2375, 3547, 3507, 3927, 3369, 3002, 3327, 3491, 3140, 4029, 3468, 3140, 3120, 2070, 1956, 4521, 4810, 4318, 4210, 3734, 4039, 3645, 3622, 4353, 4800, 4341, 4350, 4361, 4537, 4220, 4357, 3927, 4229, 4387, 3281, 5230, 3960, 5194, 5000, 4717, 2867, 2178]AGL",,"180226,195744,195946,204738,214727",,,"944,5249,5042,5800,2857",,,"19.0,4433.0,4209.0,5223.0,2195.0",,,"180225,180757,185633,185745,185847,190047,190650,190930,191146,191735,191850,191912,192133,192340,192902,193536,193603,193753,194104,194212,195733,195915,195938,200225,200301,200445,200523,200726,201059,201221,201241,201357,201540,201649,201725,201932,201959,202301,202505,203401,203911,204415,204731,205231,205302,210048,214723",,,"6.0,2064.0,2894.0,2838.0,2490.0,2375.0,3547.0,3507.0,3927.0,3369.0,3002.0,3327.0,3491.0,3140.0,4029.0,3468.0,3140.0,3120.0,2070.0,1956.0,4521.0,4810.0,4318.0,4210.0,3734.0,4039.0,3645.0,3622.0,4353.0,4800.0,4341.0,4350.0,4361.0,4537.0,4220.0,4357.0,3927.0,4229.0,4387.0,3281.0,5230.0,3960.0,5194.0,5000.0,4717.0,2867.0,2178.0",
08/12/2024,4536-9240051736.igc,ArcusM,3:34:20,175227,212647,HOME,948,6696[6115],289,255,-34,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=175227 and: 941 msl [3 agl]; Height gain/loss is: 1946
ArcusM Motor noise registered by ENL sensor at t=['175228', '175730'] and [0, 1972]AGL",175227,,,941,,,3.0,,,"175228,175730",,,"0.0,1972.0",,
08/18/2024,4536-9241100416.igc,EB29R,4:51:46,181522,230708,HOME,938,9717[7637],286,242,-44,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=181522 and: 941 msl [10 agl]; Height gain/loss is: 1926
EB29R Motor noise registered by ENL sensor at t=['181523', '182034', '182040', '182041', '230624', '230626', '230649', '230651', '230703', '230704'] and [13, 1978, 1949, 1942, 98, 95, 76, 72, 89, 85]AGL",181522,,,941,,,10.0,,,"181523,182034,182040,182041,230624,230626,230649,230651,230703,230704",,,"13.0,1978.0,1949.0,1942.0,98.0,95.0,76.0,72.0,89.0,85.0",,
08/13/2024,4536-9240051754.igc,Twinshark,4:09:04,180735,221639,HOME,941,7060[6640],287,247,-40,"Twinshark's ENL monitor reports Engine Run 8 minutes, starts at T=180735 and: 941 msl [16 agl]; Height gain/loss is: 1972
Twinshark Motor noise registered by ENL sensor at t=['180736', '181559'] and [16, 1959]AGL",180735,,,941,,,16.0,,,"180736,181559",,,"16.0,1959.0",,
08/22/2024,4536-9241100484.igc,EB29R, 5:57:10,181120,000830,HOME,938,11364[9508],286,255,-31,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=181120 and: 938 msl [7 agl]; Height gain/loss is: 1614
EB29R Motor noise registered by ENL sensor at t=['181121', '181716'] and [7, 1677]AGL",181120,,,938,,,7.0,,,"181121,181716",,,"7.0,1677.0",,
08/14/2024,4536-9240051772.igc,HpHTwinshark,4:08:13,183441,224254,HOME,925,6916[6447],282,255,-27,"HpHTwinshark's ENL monitor reports Engine Run 5 minutes, starts at T=183441 and: 935 msl [-12 agl]; Height gain/loss is: 1939
HpHTwinshark Motor noise registered by ENL sensor at t=['183442', '184011'] and [-16, 1982]AGL",183441,,,935,,,-12.0,,,"183442,184011",,,"-16.0,1982.0",,
08/12/2024,4536-9241100314.igc,EB29R,3:39:29,180949,214918,HOME,925,6991[6483],282,248,-34,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=180949 and: 925 msl [-22 agl]; Height gain/loss is: 1866
EB29R Motor noise registered by ENL sensor at t=['180950', '181458', '214825', '214827', '214830', '214835'] and [-22, 1893, 65, 69, 78, 72]AGL",180949,,,925,,,-22.0,,,"180950,181458,214825,214827,214830,214835",,,"-22.0,1893.0,65.0,69.0,78.0,72.0",,
08/26/2024,4536-9239003588.igc,JS-3-18m,4:44:04,172413,220817,HOME,938,7500[6562],286,221,-65,"JS-3-18m's MOP monitor reports Engine Run 5 minutes, starts at T=172413 and: 931 msl [-12 agl]; Height gain/loss is: 1719
JS-3-18m Motor noise registered by ENL sensor at t=['172414', '172430', '172818', '172822', '172912', '172920'] and [-8, 36, 1184, 1158, 1499, 1559]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['172414', '173000'] and [-8, 1745]AGL",,172413,,,931,,,-12.0,,"172414,172430,172818,172822,172912,172920","172414,173000",,"-8.0,36.0,1184.0,1158.0,1499.0,1559.0","-8.0,1745.0",
08/28/2024,4536-9239003652.igc,JS-3-18m,3:43:13,173502,211815,HOME,944,5915[5230],288,240,-48,"JS-3-18m's MOP monitor reports Engine Run 6 minutes, starts at T=173502 and: 944 msl [36 agl]; Height gain/loss is: 1667
JS-3-18m's MOP monitor reports Engine Run 3 minutes, starts at T=210729 and: 2342 msl [1532 agl]; Height gain/loss is: 568
JS-3-18m Motor noise registered by ENL sensor at t=['173503', '173513', '173707', '173750', '173913', '173945', '174022', '174042', '174104', '174116', '205319', '205320', '205325', '205337', '205950', '210107', '211024', '211032', '211051', '211103'] and [36, 52, 587, 791, 1181, 1270, 1476, 1575, 1627, 1667, 2916, 2910, 2890, 2828, 1729, 1611, 2067, 2064, 2044, 1998]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['173503', '174120', '210534', '211103'] and [36, 1693, 1441, 1998]AGL",,"173502,210729",,,"944,2342",,,"36.0,1532.0",,"173503,173513,173707,173750,173913,173945,174022,174042,174104,174116,205319,205320,205325,205337,205950,210107,211024,211032,211051,211103","173503,174120,210534,211103",,"36.0,52.0,587.0,791.0,1181.0,1270.0,1476.0,1575.0,1627.0,1667.0,2916.0,2910.0,2890.0,2828.0,1729.0,1611.0,2067.0,2064.0,2044.0,1998.0","36.0,1693.0,1441.0,1998.0",
08/28/2024,4536-9239003639.igc,AS33Es18m,3:47:11,182314,221025,HOME,938,6420[5974],286,245,-41,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=182314 and: 964 msl [33 agl]; Height gain/loss is: 1929
AS33Es18m's ENL monitor reports Engine Run 8 minutes, starts at T=211926 and: 1486 msl [656 agl]; Height gain/loss is: 3438
AS33Es18m Motor noise registered by ENL sensor at t=['182315', '182627', '211926', '212802'] and [27, 1988, 656, 4157]AGL","182314,211926",,,"964,1486",,,"33.0,656.0",,,"182315,182627,211926,212802",,,"27.0,1988.0,656.0,4157.0",,
08/14/2024,4536-9239003254.igc,JS-3-18m,4:19:09,180629,222538,HOME,941,6581[5952],287,240,-47,"JS-3-18m's MOP monitor reports Engine Run 2 minutes, starts at T=221803 and: 2267 msl [1362 agl]; Height gain/loss is: 203
JS-3-18m Motor noise registered by ENL sensor at t=['180643', '180645', '180658', '180659', '181015', '181016', '181017', '181023', '181113', '181116'] and [26, 26, 89, 79, 1995, 2011, 2034, 2165, 2254, 2303]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['221803', '222021'] and [1362, 1568]AGL",,221803,,,2267,,,1362.0,,"180643,180645,180658,180659,181015,181016,181017,181023,181113,181116","221803,222021",,"26.0,26.0,89.0,79.0,1995.0,2011.0,2034.0,2165.0,2254.0,2303.0","1362.0,1568.0",
08/29/2024,4536-9240051978.igc,ArcusM,5:20:23,181326,233349,HOME,931,7040[6309],284,254,-30,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=181326 and: 935 msl [-12 agl]; Height gain/loss is: 2148
ArcusM Motor noise registered by ENL sensor at t=['181327', '181843', '233312', '233313'] and [-16, 2211, 72, 78]AGL",181326,,,935,,,-12.0,,,"181327,181843,233312,233313",,,"-16.0,2211.0,72.0,78.0",,
08/28/2024,4536-9240051957.igc,ArcusT,4:02:27,174443,214710,HOME,941,6420[5820],287,247,-40,"ArcusT's ENL monitor reports Engine Run 1 minutes, starts at T=200422 and: 1289 msl [663 agl]; Height gain/loss is: 1043
ArcusT's ENL monitor reports Engine Run 16 minutes, starts at T=202526 and: 2782 msl [2123 agl]; Height gain/loss is: 1296
ArcusT's ENL monitor reports Engine Run 8 minutes, starts at T=205047 and: 2614 msl [2093 agl]; Height gain/loss is: 1263
ArcusT's ENL monitor reports Engine Run 6 minutes, starts at T=212652 and: 3120 msl [2382 agl]; Height gain/loss is: 590
ArcusT Motor noise registered by ENL sensor at t=['200422', '200619', '202526', '204131', '204133', '204134', '205047', '205912', '212652', '213341', '214703', '214704'] and [663, 1765, 2123, 3481, 3487, 3484, 2093, 3320, 2382, 2956, 88, 95]AGL","200422,202526,205047,212652",,,"1289,2782,2614,3120",,,"663.0,2123.0,2093.0,2382.0",,,"200422,200619,202526,204131,204133,204134,205047,205912,212652,213341,214703,214704",,,"663.0,1765.0,2123.0,3481.0,3487.0,3484.0,2093.0,3320.0,2382.0,2956.0,88.0,95.0",,
08/30/2024,4536-9239003719.igc,JS-3-18m,3:57:55,183323,223118,HOME,938,7267[6466],286,256,-30,"JS-3-18m Motor noise registered by ENL sensor at t=['183325', '183331', '221859', '222409', '222412', '222533', '222548', '222549', '223053', '223054', '223108', '223115'] and [-8, 17, 1703, 1214, 1194, 1427, 1411, 1391, 92, 92, 95, 95]AGL",,,,,,,,,,"183325,183331,221859,222409,222412,222533,222548,222549,223053,223054,223108,223115",,,"-8.0,17.0,1703.0,1214.0,1194.0,1427.0,1411.0,1391.0,92.0,92.0,95.0,95.0",,
08/24/2024,4536-9239003556.igc,JS-3-18m,4:33:15,190607,233922,HOME,931,7158[6214],284,244,-40,"JS-3-18m's MOP monitor reports Engine Run 5 minutes, starts at T=190607 and: 931 msl [-12 agl]; Height gain/loss is: 1621
JS-3-18m Motor noise registered by ENL sensor at t=['190608', '190620', '191107', '191111'] and [-8, 16, 1460, 1509]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['190608', '191141'] and [-8, 1663]AGL",,190607,,,931,,,-12.0,,"190608,190620,191107,191111","190608,191141",,"-8.0,16.0,1460.0,1509.0","-8.0,1663.0",
08/19/2024,4536-9240051839.igc,ArcusM,5:46:59,174125,232824,HOME,938,9107[7414],286,216,-70,"ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=174125 and: 944 msl [13 agl]; Height gain/loss is: 1870
ArcusM Motor noise registered by ENL sensor at t=['174126', '174608'] and [7, 1955]AGL",174125,,,944,,,13.0,,,"174126,174608",,,"7.0,1955.0",,
08/18/2024,4536-9240051816.igc,ArcusM,4:49:54,185200,234154,HOME,931,8999[7395],284,256,-28,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=185200 and: 935 msl [-12 agl]; Height gain/loss is: 1988
ArcusM Motor noise registered by ENL sensor at t=['185201', '185734', '234135', '234139'] and [-22, 2054, 36, 39]AGL",185200,,,935,,,-12.0,,,"185201,185734,234135,234139",,,"-22.0,2054.0,36.0,39.0",,
08/29/2024,4536-9239003669.igc,JS-3-18m,5:42:38,174328,232606,HOME,944,6791[6395],288,242,-46,"JS-3-18m's MOP monitor reports Engine Run 227 minutes, starts at T=193827 and: 4225 msl [2601 agl]; Height gain/loss is: -3189
JS-3-18m Motor noise registered by MOP sensor at t=['174330', '174455', '193814'] and [17, 617, 2693]AGL",,193827,,,4225,,,2601.0,,,"174330,174455,193814",,,"17.0,617.0,2693.0",
08/28/2024,4536-9239003629.igc,AS33Es18m,3:43:35,174018,212353,HOME,944,6400[5803],288,240,-48,"AS33Es18m's ENL monitor reports Engine Run 34 minutes, starts at T=203310 and: 1286 msl [637 agl]; Height gain/loss is: 5111
AS33Es18m Motor noise registered by ENL sensor at t=['174026', '174028', '203310', '210733'] and [26, 7, 637, 5800]AGL",203310,,,1286,,,637.0,,,"174026,174028,203310,210733",,,"26.0,7.0,637.0,5800.0",,
08/14/2024,4536-9240051776.igc,ArcusM,5:18:07,173555,225402,HOME,938,7782[6254],286,228,-58,"ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=173555 and: 925 msl [-5 agl]; Height gain/loss is: 2034
ArcusM Motor noise registered by ENL sensor at t=['173556', '174322', '224728', '224729'] and [-5, 2087, 2369, 2372]AGL",173555,,,925,,,-5.0,,,"173556,174322,224728,224729",,,"-5.0,2087.0,2369.0,2372.0",,
08/22/2024,4536-9241100491.igc,EB29R, 5:44:25,182442,000907,HOME,941,10885[8720],287,276,-11,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=182442 and: 948 msl [23 agl]; Height gain/loss is: 2050
EB29R Motor noise registered by ENL sensor at t=['182443', '182946', '222109', '222110'] and [23, 2126, 6522, 6509]AGL",182442,,,948,,,23.0,,,"182443,182946,222109,222110",,,"23.0,2126.0,6522.0,6509.0",,
08/26/2024,4536-9239003573.igc,JS-3-18m,4:17:33,172040,213813,HOME,941,8822[7717],287,216,-71,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=172046 and: 912 msl [4 agl]; Height gain/loss is: 682
JS-3-18m's MOP monitor reports Engine Run 203 minutes, starts at T=181424 and: 4035 msl [3107 agl]; Height gain/loss is: -3022
JS-3-18m Motor noise registered by MOP sensor at t=['172042', '172224', '181417'] and [-18, 686, 3170]AGL",,"172046,181424",,,"912,4035",,,"4.0,3107.0",,,"172042,172224,181417",,,"-18.0,686.0,3170.0",
