"index"	"Date (MM/DD/YYYY)"	"File"	"Gtype"	"Flight Time"	"Start Time"	"End Time"	"Landing"	"Start_Alt (ft MSL)"	"Max Altitude (ft MSL/ft AGL)"	"Surface Height (ft MSL)"	"Pressure Altitude (ft MSL)"	"Offset (ft)"	"Sensor Info"	"ENL_Engine_Run_Start_Times"	"MOP_Engine_Run_Start_Times"	"RPM_Engine_Run_Start_Times"	"ENL_Engine_Run_Altitudes_MSL"	"MOP_Engine_Run_Altitudes_MSL"	"RPM_Engine_Run_Altitudes_MSL"	"ENL_Engine_Run_Altitudes_AGL"	"MOP_Engine_Run_Altitudes_AGL"	"RPM_Engine_Run_Altitudes_AGL"	"ENL_Noise_Registration_Times"	"MOP_Noise_Registration_Times"	"RPM_Noise_Registration_Times"	"ENL_Noise_Registration_Altitudes_AGL"	"MOP_Noise_Registration_Altitudes_AGL"	"RPM_Noise_Registration_Altitudes_AGL"	"first_event_time"	"event_type"	"event_sensor"	"first_event_datetime"	"flight_start_datetime"	"window_start"	"window_end"	"engine_run_agls"	"altitude_rate_pre_event_window (ft/s)"	"distance_traveled_during_window (miles)"	"is_circling_during_pre_event_window"	"terrain_elev_at_engine_run (ft)"	"terrain_label_at_engine_run"	"Engine_Start_Above_1000ft"	"engine_run_times (s)"	"height_gain_loss (ft)"	"avg_speed_while_engine_running (knots)"	"min_speed_while_engine_running (knots)"	"max_speed_while_engine_running (knots)"	"All_Min_TAS_knots"	"All_Max_TAS_knots"	"All_Avg_TAS_knots"	"All_Post_Run_Min_TAS_knots"	"All_Post_Run_Max_TAS_knots"	"All_Post_Run_Avg_TAS_knots"	"Circling_Segment_Found"	"Min_Speed_While_Engine_Running_knots"	"Max_Speed_While_Engine_Running_knots"	"Avg_Speed_While_Engine_Running_knots"
"121"	"04/24/2019"	"2019-04-24-CNI-22A-01.IGC"	"VENTUS 3F"	"4:49:14"	"170508"	"215422"	"HOME"	"423"	"4960[4573]"	"129"	"127"	"-2"	"V3F18's ENL monitor reports Engine Run 1 minutes, starts at T=213736 and: 997 msl [473 agl]; Height gain/loss is: 410
V3F18's ENL monitor reports Engine Run 6 minutes, starts at T=214028 and: 1259 msl [764 agl]; Height gain/loss is: 23
V3F18 Motor noise registered by ENL sensor at t=['213736', '213903', '214028', '214656'] and [473, 896, 764, 849]AGL"	"213736,214028"	""	""	"997,1259"	""	""	"473.0,764.0"	""	""	"213736,213903,214028,214656"	""	""	"473.0,896.0,764.0,849.0"	""	""	"213736"	"Engine_Run_Start"	"ENL"	"2019-04-24 21:37:36"	"1900-01-01 17:05:08"	"2019-04-24 21:32:36"	"2019-04-24 21:37:36"	"473.0,764.0"	"-0.5833333333333334,-0.02666666666666667"	"4.732341975660487,5.814806235168987"	"False,False"	"513.496215111084,538.6104906280517"	"Urban,Herbaceous vegetation"	"False,False"	"60,360"	"410, 23"	""	""	""	"75.5,87.9"	"94.6,94.6"	"89.1,91.4"	"84.9,90.9"	"94.6,94.6"	"90.0,92.6"	"True"	""	""	""
"127"	"06/28/2021"	"2021-06-28-CNI-27Z-01.IGC"	"AS 33ES"	"3:41:57"	"195559"	"233756"	"LOUT"	"5022"	"16115[9794]"	"1531"	"1484"	"-47"	"AS33Es's ENL monitor reports Engine Run 1 minutes, starts at T=233120 and: 7355 msl [2316 agl]; Height gain/loss is: -33
AS33Es Motor noise registered by ENL sensor at t=['233120', '233232'] and [2316, 1896]AGL"	"233120"	""	""	"7355"	""	""	"2316.0"	""	""	"233120,233232"	""	""	"2316.0,1896.0"	""	""	"233120"	"Engine_Run_Start"	"ENL"	"2021-06-28 23:31:20"	"1900-01-01 19:55:59"	"2021-06-28 23:26:20"	"2021-06-28 23:31:20"	"2316.0"	"-0.8066666666666666"	"9.87096392934195"	"False"	"5021.847863085937"	"Herbaceous vegetation"	"True"	"60"	"-33"	""	""	""	"50.5"	"60.7"	"56.1"	"48.6"	"94.9"	"76.4"	"True"	""	""	""
"128"	"03/15/2020"	"03FGIQO1.IGC"	"SZD-56-3 DIANA-2 FES"	"4:14:13"	"165122"	"210535"	"HOME"	"144"	"5515[5391]"	"44"	"-74"	"-118"	"Diana2's ENL monitor reports Engine Run 1 minutes, starts at T=172231 and: 3825 msl [3707 agl]; Height gain/loss is: -135
Diana2 Motor noise registered by ENL sensor at t=['165123', '165130', '172231', '172417', '210515', '210529'] and [26, 23, 3707, 3566, 86, 105]AGL"	"172231"	""	""	"3825"	""	""	"3707.0"	""	""	"165123,165130,172231,172417,210515,210529"	""	""	"26.0,23.0,3707.0,3566.0,86.0,105.0"	""	""	"172231"	"Engine_Run_Start"	"ENL"	"2020-03-15 17:22:31"	"1900-01-01 16:51:22"	"2020-03-15 17:17:31"	"2020-03-15 17:22:31"	"3707.0"	"0.3333333333333333"	"6.033285580096116"	"False"	"119.58122636077881"	"Closed Forest, Other"	"True"	"60"	"-135"	""	""	""	"67.8"	"80.0"	"76.0"	"45.5"	"83.8"	"66.0"	"True"	""	""	""
"133"	"07/16/2019"	"2019-07-16-CNI-20Y-01.IGC"	"ASW 27-18 E (ASG-29E)"	"1:42:17"	"171305"	"185522"	"HOME"	"1689"	"5515[4095]"	"515"	"484"	"-31"	"ASG29E.'s ENL monitor reports Engine Run 12 minutes, starts at T=183729 and: 2316 msl [630 agl]; Height gain/loss is: 1299
ASG29E. Motor noise registered by ENL sensor at t=['183729', '184946'] and [630, 2001]AGL"	"183729"	""	""	"2316"	""	""	"630.0"	""	""	"183729,184946"	""	""	"630.0,2001.0"	""	""	"183729"	"Engine_Run_Start"	"ENL"	"2019-07-16 18:37:29"	"1900-01-01 17:13:05"	"2019-07-16 18:32:29"	"2019-07-16 18:37:29"	"630.0"	"-0.93"	"5.690360795307077"	"False"	"1696.7317418261719"	"Open Forest, Other"	"False"	"720"	"1299"	""	""	""	"65.0"	"92.2"	"77.2"	"46.1"	"94.7"	"82.2"	"True"	""	""	""
"135"	"09/23/2017"	"2017-09-23-CNI-20Y-01.IGC"	"ASW 27-18 E (ASG-29E)"	"2:31:32"	"170432"	"193604"	"HOME"	"1299"	"7080[4770]"	"396"	"355"	"-41"	"ASG29E.'s ENL monitor reports Engine Run 13 minutes, starts at T=191124 and: 2834 msl [604 agl]; Height gain/loss is: 2467
ASG29E. Motor noise registered by ENL sensor at t=['191124', '192440'] and [604, 2762]AGL"	"191124"	""	""	"2834"	""	""	"604.0"	""	""	"191124,192440"	""	""	"604.0,2762.0"	""	""	"191124"	"Engine_Run_Start"	"ENL"	"2017-09-23 19:11:24"	"1900-01-01 17:04:32"	"2017-09-23 19:06:24"	"2017-09-23 19:11:24"	"604.0"	"-1.5533333333333332"	"7.3066285428617705"	"False"	"2201.679730720215"	"Open Forest, Other"	"False"	"780"	"2467"	""	""	""	"46.8"	"67.9"	"55.3"	"51.7"	"94.9"	"81.7"	"False"	""	""	""
"142"	"04/26/2024"	"2024-04-26-LXV-NBR-01.IGC"	"VENTUS 3F"	"1:01:57"	"172837"	"183034"	"HOME"	"419"	"4117[3753]"	"128"	"30"	"-98"	"Ventus3FES's MOP monitor reports Engine Run 3 minutes, starts at T=182327 and: 1010 msl [663 agl]; Height gain/loss is: 748
Ventus3FES Motor noise registered by ENL sensor at t=['182327', '182701', '183020', '183023'] and [663, 1467, 0, -9]AGL
Ventus3FES Motor noise registered by MOP sensor at t=['182327', '182709'] and [663, 1453]AGL"	""	"182327"	""	""	"1010"	""	""	"663.0"	""	"182327,182701,183020,183023"	"182327,182709"	""	"663.0,1467.0,0.0,-9.0"	"663.0,1453.0"	""	"182327"	"Engine_Run_Start"	"MOP"	"2024-04-26 18:23:27"	"1900-01-01 17:28:37"	"2024-04-26 18:18:27"	"2024-04-26 18:23:27"	"663.0"	"-0.8966666666666666"	"6.702066032185836"	"False"	"345.4107109725952"	"Closed Forest, Other"	"False"	"180"	"748"	"65.04"	"51.80"	"72.70"	"53.1"	"64.3"	"59.2"	"45.6"	"74.8"	"63.2"	"True"	"51.80"	"72.70"	"65.04"
"149"	"07/17/2022"	"2022-07-17-CNI-20Y-01.IGC"	"ASW 27-18 E (ASG-29E)"	"2:46:36"	"155732"	"184408"	"HOME"	"1712"	"6709[5439]"	"522"	"509"	"-13"	"ASG29E.'s ENL monitor reports Engine Run 10 minutes, starts at T=182752 and: 1620 msl [600 agl]; Height gain/loss is: 2126
ASG29E. Motor noise registered by ENL sensor at t=['182752', '183816'] and [600, 2037]AGL"	"182752"	""	""	"1620"	""	""	"600.0"	""	""	"182752,183816"	""	""	"600.0,2037.0"	""	""	"182752"	"Engine_Run_Start"	"ENL"	"2022-07-17 18:27:52"	"1900-01-01 15:57:32"	"2022-07-17 18:22:52"	"2022-07-17 18:27:52"	"600.0"	"-0.9666666666666667"	"5.845795794244292"	"False"	"1031.46633935791"	"Closed Forest, Deciduous Broadleaf"	"False"	"600"	"2126"	""	""	""	"47.6"	"64.6"	"56.3"	"50.2"	"89.5"	"70.9"	"False"	""	""	""
"150"	"05/07/2019"	"2019-05-07-CNI-27G-01.IGC"	"VENTUS 3F"	"4:31:44"	"170949"	"214133"	"HOME"	"492"	"4445[4268]"	"150"	"69"	"-81"	"Ventus3F's ENL monitor reports Engine Run 10 minutes, starts at T=210033 and: 1528 msl [1364 agl]; Height gain/loss is: 30
Ventus3F's ENL monitor reports Engine Run 1 minutes, starts at T=213529 and: 1489 msl [1122 agl]; Height gain/loss is: 128
Ventus3F Motor noise registered by ENL sensor at t=['210033', '211129', '213529', '213705', '213741', '213749'] and [1364, 1230, 1122, 1217, 1109, 1116]AGL"	"210033,213529"	""	""	"1528,1489"	""	""	"1364.0,1122.0"	""	""	"210033,211129,213529,213705,213741,213749"	""	""	"1364.0,1230.0,1122.0,1217.0,1109.0,1116.0"	""	""	"210033"	"Engine_Run_Start"	"ENL"	"2019-05-07 21:00:33"	"1900-01-01 17:09:49"	"2019-05-07 20:55:33"	"2019-05-07 21:00:33"	"1364.0,1122.0"	"0.04666666666666667,-0.9566666666666667"	"5.792221785566247,7.252867979193493"	"False,False"	"170.73298923034667,386.75354520629884"	"Agriculture,Closed Forest, Evergreen Needleleaf"	"True,True"	"600,60"	"30, 128"	""	""	""	"50.9,50.7"	"57.8,53.8"	"53.2,52.4"	"46.0,47.9"	"62.6,75.7"	"54.4,60.7"	"True"	""	""	""
"153"	"06/05/2021"	"2021-06-05-FLA-JUM-01.IGC"	"VENTUS 3F"	"3:18:08"	"164959"	"200807"	"HOME"	"285"	"4908[4524]"	"87"	"40"	"-47"	"Ventus-3FES's ENL monitor reports Engine Run 1 minutes, starts at T=200052 and: 1620 msl [1306 agl]; Height gain/loss is: 305
Ventus-3FES Motor noise registered by ENL sensor at t=['165001', '165015', '200052', '200203'] and [-22, -25, 1306, 1620]AGL"	"200052"	""	""	"1620"	""	""	"1306.0"	""	""	"165001,165015,200052,200203"	""	""	"-22.0,-25.0,1306.0,1620.0"	""	""	"200052"	"Engine_Run_Start"	"ENL"	"2021-06-05 20:00:52"	"1900-01-01 16:49:59"	"2021-06-05 19:55:52"	"2021-06-05 20:00:52"	"1306.0"	"-1.0766666666666667"	"8.48750665070463"	"False"	"299.26080735229493"	"Closed Forest, Evergreen Needleleaf"	"True"	"60"	"305"	""	""	""	""	""	""	"45.1"	"88.8"	"69.9"	"True"	""	""	""
"158"	"06/24/2013"	"2013-06-24-NKL-0T9-01.IGC"	"ASW 27-18 E (ASG-29E)"	"3:43:55"	"191112"	"225507"	"HOME"	"3694"	"11253[7408]"	"1126"	"1133"	"7"	"ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=191616 and: 5748 msl [2097 agl]; Height gain/loss is: -161
ASG29's ENL monitor reports Engine Run 5 minutes, starts at T=191924 and: 5544 msl [1899 agl]; Height gain/loss is: 915
ASG29's ENL monitor reports Engine Run 2 minutes, starts at T=193624 and: 7929 msl [4209 agl]; Height gain/loss is: -636
ASG29's ENL monitor reports Engine Run 8 minutes, starts at T=194600 and: 8218 msl [4459 agl]; Height gain/loss is: 669
ASG29's ENL monitor reports Engine Run 2 minutes, starts at T=195712 and: 9291 msl [5515 agl]; Height gain/loss is: 538
ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=200100 and: 10039 msl [6267 agl]; Height gain/loss is: -171
ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=200844 and: 10479 msl [6733 agl]; Height gain/loss is: 137
ASG29's ENL monitor reports Engine Run 7 minutes, starts at T=201424 and: 10564 msl [6821 agl]; Height gain/loss is: 75
ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=202943 and: 9097 msl [5505 agl]; Height gain/loss is: -288
ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=204607 and: 8195 msl [4875 agl]; Height gain/loss is: 13
ASG29's ENL monitor reports Engine Run 2 minutes, starts at T=205043 and: 7883 msl [4619 agl]; Height gain/loss is: -52
ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=205523 and: 7929 msl [4685 agl]; Height gain/loss is: 256
ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=211319 and: 6325 msl [2999 agl]; Height gain/loss is: 407
ASG29 Motor noise registered by ENL sensor at t=['191616', '191808', '191924', '192432', '192640', '192720', '193624', '193908', '194012', '194052', '194600', '195444', '195712', '195944', '200100', '200236', '200704', '200724', '200844', '201036', '201144', '201200', '201328', '201348', '201424', '202136', '202943', '203103', '204607', '204727', '205043', '205259', '205523', '205631', '205851', '205907', '210407', '210423', '211319', '211511', '211755', '211807', '212011', '212055', '212807', '212815', '220439', '220451', '220551', '220639'] and [2097, 1926, 1899, 2795, 3323, 3084, 4209, 3547, 3582, 3405, 4459, 5128, 5515, 6060, 6267, 6102, 6345, 6463, 6733, 6883, 6785, 6893, 6732, 6756, 6821, 6899, 5505, 5260, 4875, 4892, 4619, 4583, 4685, 4941, 5554, 5725, 4911, 5017, 2999, 3376, 4321, 4459, 4970, 4774, 6627, 6588, 5210, 5184, 5325, 5433]AGL"	"191616,191924,193624,194600,195712,200100,200844,201424,202943,204607,205043,205523,211319"	""	""	"5748,5544,7929,8218,9291,10039,10479,10564,9097,8195,7883,7929,6325"	""	""	"2097.0,1899.0,4209.0,4459.0,5515.0,6267.0,6733.0,6821.0,5505.0,4875.0,4619.0,4685.0,2999.0"	""	""	"191616,191808,191924,192432,192640,192720,193624,193908,194012,194052,194600,195444,195712,195944,200100,200236,200704,200724,200844,201036,201144,201200,201328,201348,201424,202136,202943,203103,204607,204727,205043,205259,205523,205631,205851,205907,210407,210423,211319,211511,211755,211807,212011,212055,212807,212815,220439,220451,220551,220639"	""	""	"2097.0,1926.0,1899.0,2795.0,3323.0,3084.0,4209.0,3547.0,3582.0,3405.0,4459.0,5128.0,5515.0,6060.0,6267.0,6102.0,6345.0,6463.0,6733.0,6883.0,6785.0,6893.0,6732.0,6756.0,6821.0,6899.0,5505.0,5260.0,4875.0,4892.0,4619.0,4583.0,4685.0,4941.0,5554.0,5725.0,4911.0,5017.0,2999.0,3376.0,4321.0,4459.0,4970.0,4774.0,6627.0,6588.0,5210.0,5184.0,5325.0,5433.0"	""	""	"191616"	"Engine_Run_Start"	"ENL"	"2013-06-24 19:16:16"	"1900-01-01 19:11:12"	"2013-06-24 19:11:16"	"2013-06-24 19:16:16"	"2097.0,1899.0,4209.0,4459.0,5515.0,6267.0,6733.0,6821.0,5505.0,4875.0,4619.0,4685.0,2999.0"	"2.09,0.5666666666666667,0.14,1.1066666666666667,1.01,0.9133333333333333,0.8866666666666667,-0.013333333333333334,-0.6555183946488294,0.53,-0.28,0.09666666666666666,-0.9866666666666667"	"6.780793225212065,7.54116036766082,7.1936210891123595,7.007996196596496,7.0783721578788,7.034386701469592,7.631117721905889,7.751846991595291,9.700947705230965,8.150416851760676,8.093519962647349,7.729784838483998,7.9582253120152195"	"False,False,False,True,True,True,False,True,False,False,False,False,False"	"3644.5883167529296,3646.294818125,3715.768767788086,3755.5733828710936,3775.576414443359,3770.418062490234,3736.603223168945,3742.2229432470704,3595.492260263672,3324.048206237793,3254.5914777807616,3247.154720217285,3343.688991743164"	"Herbaceous vegetation,Herbaceous vegetation,Shrubs,Shrubs,Herbaceous vegetation,Herbaceous vegetation,Shrubs,Herbaceous vegetation,Agriculture,Shrubs,Herbaceous vegetation,Agriculture,Herbaceous vegetation"	"True,True,True,True,True,True,True,True,True,True,True,True,True"	"60,300,120,480,120,60,60,420,60,60,120,60,60"	"-161, 915, -636, 669, 538, -171, 137, 75, -288, 13, -52, 256, 407"	""	""	""	"64.6,63.5,61.5,65.4,68.4,70.8,74.1,72.0,70.4,64.4,68.9,66.4,61.5"	"76.0,78.1,68.2,88.5,77.7,83.0,83.2,86.9,88.4,78.8,84.2,81.6,83.4"	"71.5,70.8,64.2,76.0,73.3,78.7,78.0,78.7,76.4,72.2,77.1,74.9,72.8"	"62.4,65.3,59.0,67.3,70.2,70.9,70.4,89.6,89.5,64.5,66.4,66.3,61.5"	"94.2,86.3,85.4,80.2,94.9,94.9,88.5,94.6,94.9,94.9,92.5,94.8,83.5"	"73.8,73.6,73.3,73.6,79.3,81.7,80.6,91.7,91.5,77.3,78.8,79.9,72.7"	"False"	""	""	""
"160"	"04/18/2016"	"2016-04-18-CNI-21L-01.IGC"	"VENTUS 2CT"	"2:48:24"	"164844"	"193708"	"HOME"	"413"	"4875[4426]"	"126"	"24"	"-102"	"VENTUS2CT's ENL monitor reports Engine Run 8 minutes, starts at T=192140 and: 977 msl [705 agl]; Height gain/loss is: 1555
VENTUS2CT Motor noise registered by ENL sensor at t=['165232', '165308', '192140', '193032'] and [1535, 1742, 705, 2175]AGL"	"192140"	""	""	"977"	""	""	"705.0"	""	""	"165232,165308,192140,193032"	""	""	"1535.0,1742.0,705.0,2175.0"	""	""	"192140"	"Engine_Run_Start"	"ENL"	"2016-04-18 19:21:40"	"1900-01-01 16:48:44"	"2016-04-18 19:16:40"	"2016-04-18 19:21:40"	"705.0"	"-0.37"	"5.119571087528898"	"False"	"298.6920319668579"	"Closed Forest, Evergreen Needleleaf"	"False"	"480"	"1555"	""	""	""	"60.3"	"88.4"	"66.4"	"57.0"	"83.6"	"73.4"	"True"	""	""	""
"162"	"06/07/2024"	"2024-06-07-CNI-24W-01.IGC"	"Nimeta"	" 5:26:25"	"193934"	"10559"	"HOME"	"4734"	"17345[11595]"	"1443"	"1425"	"-18"	"Nimeta's ENL monitor reports Engine Run 8 minutes, starts at T=193934 and: 4737 msl [7 agl]; Height gain/loss is: 2392
Nimeta Motor noise registered by ENL sensor at t=['193935', '194818'] and [7, 1893]AGL"	"193934"	""	""	"4737"	""	""	"7.0"	""	""	"193935,194818"	""	""	"7.0,1893.0"	""	""	"193934"	"Engine_Run_Start"	"ENL"	"2024-06-07 19:39:34"	"1900-01-01 19:39:34"	"2024-06-07 19:34:34"	"2024-06-07 19:39:34"	"7.0"	"0.03333333333333333"	"0.08805015969084325"	"False"	"4713.397639960937"	"Herbaceous vegetation"	"False"	"480"	"2392"	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	"07/19/2019"	"2019-07-19-CNI-20Y-01.IGC"	"ASW 27-18 E (ASG-29E)"	"1:36:27"	"173212"	"190839"	"HOME"	"1689"	"3835[2700]"	"515"	"525"	"10"	"ASG29E.'s ENL monitor reports Engine Run 8 minutes, starts at T=185612 and: 1896 msl [797 agl]; Height gain/loss is: 827
ASG29E. Motor noise registered by ENL sensor at t=['185612', '190420'] and [797, 1825]AGL"	"185612"	""	""	"1896"	""	""	"797.0"	""	""	"185612,190420"	""	""	"797.0,1825.0"	""	""	"185612"	"Engine_Run_Start"	"ENL"	"2019-07-19 18:56:12"	"1900-01-01 17:32:12"	"2019-07-19 18:51:12"	"2019-07-19 18:56:12"	"797.0"	"-1.07"	"6.063575119098127"	"False"	"1109.116256842041"	"Closed Forest, Deciduous Broadleaf"	"False"	"480"	"827"	""	""	""	"69.9"	"94.1"	"80.6"	"46.6"	"80.4"	"67.8"	"True"	""	""	""
"172"	"08/06/2011"	"2011-08-06-NKL-0Z0-01.IGC"	"ASW 27-18 E (ASG-29E)"	"4:52:24"	"183359"	"232623"	"LOUT"	"931"	"9389[7244]"	"284"	"297"	"13"	"ASG29's ENL monitor reports Engine Run 3 minutes, starts at T=183731 and: 2890 msl [2015 agl]; Height gain/loss is: 394
ASG29's ENL monitor reports Engine Run 2 minutes, starts at T=184211 and: 3540 msl [2615 agl]; Height gain/loss is: 649
ASG29's ENL monitor reports Engine Run 3 minutes, starts at T=184611 and: 4350 msl [3438 agl]; Height gain/loss is: 440
ASG29's ENL monitor reports Engine Run 2 minutes, starts at T=185223 and: 4225 msl [3366 agl]; Height gain/loss is: 722
ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=185735 and: 4639 msl [3783 agl]; Height gain/loss is: -56
ASG29's ENL monitor reports Engine Run 2 minutes, starts at T=190219 and: 4747 msl [3868 agl]; Height gain/loss is: 443
ASG29's ENL monitor reports Engine Run 1 minutes, starts at T=190727 and: 5045 msl [4130 agl]; Height gain/loss is: 260
ASG29 Motor noise registered by ENL sensor at t=['183515', '183555', '183623', '183639', '183731', '184035', '184211', '184451', '184611', '184939', '185003', '185023', '185223', '185515', '185735', '185835', '185939', '190003', '190107', '190155', '190219', '190447', '190503', '190543', '190611', '190623', '190727', '190847'] and [502, 913, 1128, 1361, 2015, 2389, 2615, 3277, 3438, 3865, 3950, 3845, 3366, 4081, 3783, 3711, 3628, 3530, 3760, 3819, 3868, 4285, 4305, 4281, 4268, 4193, 4130, 4384]AGL"	"183731,184211,184611,185223,185735,190219,190727"	""	""	"2890,3540,4350,4225,4639,4747,5045"	""	""	"2015.0,2615.0,3438.0,3366.0,3783.0,3868.0,4130.0"	""	""	"183515,183555,183623,183639,183731,184035,184211,184451,184611,184939,185003,185023,185223,185515,185735,185835,185939,190003,190107,190155,190219,190447,190503,190543,190611,190623,190727,190847"	""	""	"502.0,913.0,1128.0,1361.0,2015.0,2389.0,2615.0,3277.0,3438.0,3865.0,3950.0,3845.0,3366.0,4081.0,3783.0,3711.0,3628.0,3530.0,3760.0,3819.0,3868.0,4285.0,4305.0,4281.0,4268.0,4193.0,4130.0,4384.0"	""	""	"183731"	"Engine_Run_Start"	"ENL"	"2011-08-06 18:37:31"	"1900-01-01 18:33:59"	"2011-08-06 18:32:31"	"2011-08-06 18:37:31"	"2015.0,2615.0,3438.0,3366.0,3783.0,3868.0,4130.0"	"1.9933333333333334,0.7333333333333333,1.0166666666666666,-0.30666666666666664,0.16333333333333333,0.18666666666666668,0.25"	"4.624754221762873,6.014285298929267,5.939707923508091,7.388389812631903,6.337040930335755,7.282969803673143,6.99355902231637"	"False,True,True,False,True,False,True"	"869.2822271459961,920.8029693737793,914.9748927270508,865.6137097631836,863.9711871740723,883.2882740795899,911.5943299291993"	"Agriculture,Open Forest, Other,Open Forest, Other,Agriculture,Agriculture,Shrubs,Shrubs"	"True,True,True,True,True,True,True"	"180,120,180,120,60,120,60"	"394, 649, 440, 722, -56, 443, 260"	""	""	""	"54.4,59.0,62.4,52.7,61.3,63.5,66.4"	"79.9,66.1,76.7,65.0,79.2,75.6,78.1"	"64.8,61.8,68.8,60.6,69.9,68.8,72.9"	"53.6,56.0,51.8,54.0,63.5,57.3,51.5"	"70.3,76.7,92.0,85.8,85.8,93.5,81.3"	"61.5,66.4,72.2,71.6,75.5,71.0,65.4"	"True"	""	""	""
"178"	"08/03/2017"	"2017-08-03-CNI-20E-01.IGC"	"ASW 27-18 E (ASG-29E)"	"4:05:10"	"181541"	"222051"	"HOME"	"948"	"5971[5109]"	"289"	"258"	"-31"	"ASG29's ENL monitor reports Engine Run 29 minutes, starts at T=214235 and: 1571 msl [974 agl]; Height gain/loss is: 2208
ASG29 Motor noise registered by ENL sensor at t=['214235', '221143'] and [974, 2884]AGL"	"214235"	""	""	"1571"	""	""	"974.0"	""	""	"214235,221143"	""	""	"974.0,2884.0"	""	""	"214235"	"Engine_Run_Start"	"ENL"	"2017-08-03 21:42:35"	"1900-01-01 18:15:41"	"2017-08-03 21:37:35"	"2017-08-03 21:42:35"	"974.0"	"-0.7833333333333333"	"5.510110495977391"	"False"	"593.9671063195801"	"Open Forest, Other"	"False"	"1740"	"2208"	""	""	""	"53.6"	"76.0"	"61.1"	"53.1"	"90.5"	"80.9"	"True"	""	""	""
"184"	"03/16/2016"	"2016-03-16-CNI-22G-01.IGC"	"ASH 30 MI"	"4:58:24"	"161628"	"211452"	"HOME"	"134"	"5908[5807]"	"41"	"7"	"-34"	"ASH30Mi's ENL monitor reports Engine Run 6 minutes, starts at T=161628 and: 131 msl [-9 agl]; Height gain/loss is: 2365
ASH30Mi's ENL monitor reports Engine Run 5 minutes, starts at T=203748 and: 1174 msl [1030 agl]; Height gain/loss is: 1686
ASH30Mi Motor noise registered by ENL sensor at t=['161632', '162316', '203748', '204252', '211404'] and [-13, 2362, 1030, 2749, 88]AGL"	"161628,203748"	""	""	"131,1174"	""	""	"-9.0,1030.0"	""	""	"161632,162316,203748,204252,211404"	""	""	"-13.0,2362.0,1030.0,2749.0,88.0"	""	""	"203748"	"Engine_Run_Start"	"ENL"	"2016-03-16 20:37:48"	"1900-01-01 16:16:28"	"2016-03-16 20:32:48"	"2016-03-16 20:37:48"	"-9.0,1030.0"	"-0.03333333333333333,-1.5233333333333334"	"0.12387706627860984,8.752860824926739"	"False,False"	"141.5480261013794,145.51144412246703"	"Shrubs,Closed Forest, Evergreen Needleleaf"	"False,True"	"360,300"	"2365, 1686"	""	""	""	"47.6,51.7"	"68.3,76.0"	"57.6,60.8"	"45.8,46.6"	"71.6,94.8"	"60.7,75.7"	"True"	""	""	""
"189"	"04/24/2019"	"2019-04-24-CNI-27G-01.IGC"	"VENTUS 3F"	"4:49:44"	"165011"	"213955"	"HOME"	"423"	"4862[4370]"	"129"	"105"	"-24"	"Ventus3F's ENL monitor reports Engine Run 2 minutes, starts at T=194323 and: 1361 msl [1165 agl]; Height gain/loss is: -85
Ventus3F Motor noise registered by ENL sensor at t=['194323', '194539'] and [1165, 1040]AGL"	"194323"	""	""	"1361"	""	""	"1165.0"	""	""	"194323,194539"	""	""	"1165.0,1040.0"	""	""	"194323"	"Engine_Run_Start"	"ENL"	"2019-04-24 19:43:23"	"1900-01-01 16:50:11"	"2019-04-24 19:38:23"	"2019-04-24 19:43:23"	"1165.0"	"0.6433333333333333"	"4.337929751722944"	"False"	"198.12560778060913"	"Agriculture"	"True"	"120"	"-85"	""	""	""	"45.2"	"46.2"	"45.9"	"45.1"	"66.0"	"54.2"	"False"	""	""	""
